Area,Price_RM,Size_SQFT,Bedrooms,Bathrooms,Property_Type,Source
Johor Bahru,385000,840.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,900000,2860.0,2.0,2.0,Terrace House,Mudah
Johor Bahru,650000,1170.0,3.0,3.0,Terrace House,Mudah
Pasir Gudang,352000,770.0,2.0,2.0,Terrace House,Mudah
Kulai,540000,3618.0,3.0,2.0,Terrace House,Mudah
Kluang,460000,5403.0,4.0,3.0,Bungalow,Mudah
Kulai,365000,1400.0,3.0,3.0,Terrace House,Mudah
Skudai,950000,2600.0,4.0,3.0,Terrace House,Mudah
Skudai,443000,1044.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,458000,770.0,3.0,2.0,Terrace House,Mudah
Kulai,340000,770.0,3.0,2.0,Terrace House,Mudah
Skudai,695000,2240.0,4.0,4.0,Residential,Mudah
Pasir Gudang,450000,960.0,4.0,3.0,Terrace House,Mudah
Skudai,520000,1540.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,530000,1540.0,3.0,2.0,Terrace House,Mudah
Kluang,178000,1431.0,3.0,2.0,Terrace House,Mudah
Permas Jaya,590000,1300.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,480000,1540.0,5.0,4.0,Terrace House,Mudah
Johor Bahru,495000,1540.0,3.0,2.0,Terrace House,Mudah
Kulai,350000,770.0,3.0,2.0,Terrace House,Mudah
Gelang Patah,550000,1260.0,3.0,3.0,Terrace House,Mudah
Skudai,600000,1540.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,538000,1300.0,3.0,2.0,Terrace House,Mudah
Pontian,330000,753.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,838000,1600.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,360000,880.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,325000,775.0,2.0,2.0,Terrace House,Mudah
Skudai,550000,1400.0,3.0,2.0,Terrace House,Mudah
Kulai,480000,1600.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,360000,980.0,3.0,3.0,Terrace House,Mudah
Johor Bahru,710000,2100.0,4.0,3.0,Terrace House,Mudah
Gelang Patah,568000,1170.0,4.0,3.0,Terrace House,Mudah
Skudai,588000,1170.0,4.0,3.0,Terrace House,Mudah
Skudai,578000,1800.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,540000,2800.0,7.0,4.0,Terrace House,Mudah
Iskandar Puteri,1480000,2439.0,4.0,4.0,Residential,Mudah
Johor Bahru,820000,1800.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,480000,5541.0,4.0,4.0,Bungalow,Mudah
Iskandar Puteri,1480000,1760.0,4.0,4.0,Residential,Mudah
Iskandar Puteri,1280000,2506.0,5.0,5.0,Residential,Mudah
Pasir Gudang,290000,1080.0,2.0,1.0,Terrace House,Mudah
Johor Bahru,1380000,2619.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,1080000,3088.0,5.0,4.0,Semi-D,Mudah
Kulai,358000,775.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,720000,1614.0,5.0,4.0,Terrace House,Mudah
Johor Bahru,568000,1400.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,530000,1650.0,3.0,3.0,Terrace House,Mudah
Pasir Gudang,375000,960.0,3.0,3.0,Terrace House,Mudah
Skudai,718000,3413.0,4.0,3.0,Terrace House,Mudah
Skudai,640000,1540.0,4.0,3.0,Terrace House,Mudah
Skudai,588000,1170.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,468000,1725.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,428000,960.0,4.0,3.0,Terrace House,Mudah
Skudai,790000,3200.0,5.0,4.0,Semi-D,Mudah
Skudai,628000,1400.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,370000,960.0,3.0,3.0,Terrace House,Mudah
Johor Bahru,738000,2400.0,3.0,2.0,Semi-D,Mudah
Skudai,558000,1540.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,850000,9900.0,6.0,5.0,Bungalow,Mudah
Ulu Tiram,298000,755.0,3.0,1.0,Terrace House,Mudah
Johor Bahru,768000,1400.0,4.0,3.0,Terrace House,Mudah
Skudai,700000,1800.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,768000,1400.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,898000,1400.0,4.0,4.0,Terrace House,Mudah
Johor Bahru,738000,2400.0,3.0,2.0,Semi-D,Mudah
Johor Bahru,570000,1540.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,585000,1442.0,4.0,3.0,Terrace House,Mudah
Kluang,366000,2000.0,4.0,2.0,Terrace House,Mudah
Kluang,383000,1980.0,4.0,3.0,Terrace House,Mudah
Skudai,358000,770.0,3.0,2.0,Terrace House,Mudah
Skudai,2500000,6750.0,6.0,7.0,Bungalow,Mudah
Skudai,588000,1400.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,1000000,5436.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,600000,1300.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,738000,2400.0,3.0,2.0,Semi-D,Mudah
Pasir Gudang,240000,816.0,2.0,1.0,Terrace House,Mudah
Iskandar Puteri,1200000,2454.0,5.0,5.0,Residential,Mudah
Kluang,400000,6286.0,4.0,3.0,Bungalow,Mudah
Johor Bahru,720000,1170.0,4.0,3.0,Terrace House,Mudah
Kulai,760000,2417.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,758000,1723.0,4.0,3.0,Terrace House,Mudah
Skudai,588000,1500.0,4.0,3.0,Terrace House,Mudah
Kulai,485000,1540.0,4.0,2.0,Terrace House,Mudah
Skudai,668000,2800.0,3.0,3.0,Terrace House,Mudah
Kluang,350000,1200.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,879000,1600.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,490000,1400.0,4.0,2.0,Terrace House,Mudah
Kulai,558000,1680.0,4.0,2.0,Terrace House,Mudah
Johor Bahru,738000,1400.0,3.0,2.0,Terrace House,Mudah
Iskandar Puteri,1600000,1943.0,4.0,3.0,Terrace House,Mudah
Ulu Tiram,480000,1936.0,4.0,3.0,Terrace House,Mudah
Kulai,648000,2820.0,4.0,3.0,Terrace House,Mudah
Ulu Tiram,455000,1680.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,550000,1650.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,484800,2100.0,4.0,3.0,Terrace House,Mudah
Ulu Tiram,628000,1540.0,5.0,4.0,Terrace House,Mudah
Kulai,558000,1540.0,4.0,2.0,Terrace House,Mudah
Johor Bahru,768000,1400.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,768000,1400.0,4.0,3.0,Terrace House,Mudah
Ulu Tiram,768000,1760.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,445000,1180.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,450000,1400.0,4.0,3.0,Terrace House,Mudah
Skudai,440000,1300.0,3.0,2.0,Terrace House,Mudah
Ulu Tiram,420000,1647.0,3.0,2.0,Terrace House,Mudah
Skudai,510000,1430.0,4.0,3.0,Terrace House,Mudah
Skudai,418000,1040.0,2.0,1.0,Terrace House,Mudah
Johor Bahru,488000,1540.0,3.0,2.0,Terrace House,Mudah
Iskandar Puteri,798000,2100.0,5.0,3.0,Terrace House,Mudah
Muar,350000,1500.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,750000,2950.0,5.0,3.0,Terrace House,Mudah
Kulai,550000,1540.0,4.0,3.0,Terrace House,Mudah
Kulai,268000,770.0,4.0,4.0,Terrace House,Mudah
Gelang Patah,980000,3272.0,4.0,4.0,Terrace House,Mudah
Johor Bahru,520000,1500.0,3.0,1.0,Terrace House,Mudah
Pasir Gudang,540000,1300.0,4.0,3.0,Terrace House,Mudah
Pontian,318000,840.0,3.0,2.0,Terrace House,Mudah
Skudai,700000,1920.0,4.0,2.0,Terrace House,Mudah
Pasir Gudang,439999,960.0,4.0,3.0,Terrace House,Mudah
Skudai,385000,1080.0,2.0,1.0,Terrace House,Mudah
Kluang,367000,1479.0,4.0,2.0,Terrace House,Mudah
Johor Bahru,630000,1400.0,4.0,3.0,Terrace House,Mudah
Skudai,668000,2800.0,3.0,3.0,Terrace House,Mudah
Skudai,830000,3200.0,4.0,4.0,Semi-D,Mudah
Johor Bahru,1530000,2440.0,4.0,4.0,Residential,Mudah
Johor Bahru,2500000,3459.0,5.0,5.0,Semi-D,Mudah
Pontian,290000,775.0,3.0,2.0,Terrace House,Mudah
Skudai,950000,2600.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,1180000,1650.0,0.0,0.0,Terrace House,Mudah
Johor Bahru,975000,2040.0,5.0,3.0,Terrace House,Mudah
Kluang,240000,1430.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,858000,1880.0,4.0,4.0,Terrace House,Mudah
Johor Bahru,550000,1540.0,4.0,3.0,Terrace House,Mudah
Skudai,2050000,3200.0,6.0,7.0,Semi-D,Mudah
Ulu Tiram,668000,1920.0,3.0,2.0,Terrace House,Mudah
Ulu Tiram,620000,1540.0,3.0,2.0,Terrace House,Mudah
Skudai,738000,1540.0,4.0,3.0,Terrace House,Mudah
Ulu Tiram,688000,1400.0,4.0,4.0,Terrace House,Mudah
Johor Bahru,798000,2163.0,3.0,3.0,Terrace House,Mudah
Johor Bahru,1800000,2406.0,4.0,4.0,Residential,Mudah
Johor Bahru,1200000,3200.0,5.0,3.0,Semi-D,Mudah
Ulu Tiram,398000,770.0,3.0,2.0,Terrace House,Mudah
Gelang Patah,568000,1170.0,4.0,3.0,Terrace House,Mudah
Kluang,383665,1845.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,738000,2400.0,3.0,2.0,Semi-D,Mudah
Kulai,450000,1540.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,690000,1400.0,4.0,3.0,Residential,Mudah
Pasir Gudang,530000,1200.0,3.0,2.0,Terrace House,Mudah
Batu Pahat,295000,1540.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,468000,1725.0,4.0,3.0,Terrace House,Mudah
Permas Jaya,398000,700.0,3.0,2.0,Terrace House,Mudah
Skudai,658000,1560.0,4.0,3.0,Terrace House,Mudah
Skudai,360000,1044.0,2.0,2.0,Terrace House,Mudah
Johor Bahru,580000,1540.0,4.0,3.0,Terrace House,Mudah
Kulai,435000,1540.0,3.0,2.0,Terrace House,Mudah
Gelang Patah,450000,1400.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,1280000,1804.0,0.0,0.0,Terrace House,Mudah
Iskandar Puteri,950000,2450.0,4.0,3.0,Semi-D,Mudah
Johor Bahru,768000,1870.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,380000,770.0,3.0,2.0,Terrace House,Mudah
Gelang Patah,588000,1170.0,4.0,3.0,Terrace House,Mudah
Skudai,535000,1540.0,4.0,2.0,Terrace House,Mudah
Kulai,578000,1540.0,5.0,3.0,Terrace House,Mudah
Skudai,538000,1170.0,4.0,3.0,Terrace House,Mudah
Skudai,510000,1300.0,3.0,2.0,Terrace House,Mudah
Skudai,1350000,3080.0,5.0,4.0,Residential,Mudah
Pasir Gudang,300000,775.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,419000,1650.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,619000,1170.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,490000,1540.0,3.0,3.0,Terrace House,Mudah
Kulai,268000,770.0,2.0,2.0,Terrace House,Mudah
Skudai,650000,1800.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,755000,1431.0,4.0,3.0,Terrace House,Mudah
Skudai,175000,613.0,3.0,2.0,Residential,Mudah
Johor Bahru,1350000,3060.0,4.0,5.0,Residential,Mudah
Iskandar Puteri,1200000,1400.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,1380000,3541.0,5.0,5.0,Residential,Mudah
Skudai,565000,1650.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,460000,1400.0,3.0,3.0,Terrace House,Mudah
Pasir Gudang,387000,1324.0,3.0,2.0,Terrace House,Mudah
Skudai,438000,1300.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,735000,1170.0,4.0,3.0,Terrace House,Mudah
Iskandar Puteri,1520000,2380.0,4.0,3.0,Residential,Mudah
Kulai,355000,1194.0,2.0,1.0,Terrace House,Mudah
Kulai,440000,1080.0,4.0,3.0,Terrace House,Mudah
Gelang Patah,518000,1980.0,4.0,3.0,Terrace House,Mudah
Kluang,280000,1798.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,750000,1540.0,3.0,2.0,Terrace House,Mudah
Iskandar Puteri,798000,1400.0,5.0,3.0,Terrace House,Mudah
Kluang,438000,3197.0,4.0,2.0,Semi-D,Mudah
Johor Bahru,1850000,2400.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,599000,1540.0,4.0,2.0,Terrace House,Mudah
Johor Bahru,950000,6534.0,4.0,4.0,Bungalow,Mudah
Pasir Gudang,468000,1540.0,4.0,2.0,Terrace House,Mudah
Johor Bahru,790000,2819.0,3.0,2.0,Semi-D,Mudah
Pasir Gudang,809000,2604.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,270000,770.0,2.0,1.0,Terrace House,Mudah
Kulai,320000,960.0,3.0,3.0,Terrace House,Mudah
Permas Jaya,398000,700.0,3.0,2.0,Terrace House,Mudah
Iskandar Puteri,1580000,1950.0,4.0,4.0,Terrace House,Mudah
Skudai,678000,1540.0,4.0,3.0,Terrace House,Mudah
Ulu Tiram,598000,1540.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,880000,1650.0,3.0,3.0,Terrace House,Mudah
Johor Bahru,700000,4407.0,3.0,2.0,Semi-D,Mudah
Iskandar Puteri,878000,1400.0,4.0,3.0,Terrace House,Mudah
Kulai,300000,1300.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,880000,1650.0,3.0,3.0,Terrace House,Mudah
Johor Bahru,2380000,5812.0,6.0,6.0,Bungalow,Mudah
Johor Bahru,740000,1540.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,470000,1500.0,3.0,1.0,Terrace House,Mudah
Pasir Gudang,430000,960.0,3.0,3.0,Terrace House,Mudah
Kulai,580000,2700.0,3.0,2.0,Terrace House,Mudah
Kulai,290000,3250.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,390000,1400.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,398000,960.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,708000,1474.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,610000,1173.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,800000,2164.0,3.0,3.0,Terrace House,Mudah
Johor Bahru,373000,775.0,2.0,2.0,Terrace House,Mudah
Johor Bahru,788000,1540.0,4.0,4.0,Terrace House,Mudah
Muar,395000,3060.0,4.0,2.0,Semi-D,Mudah
Muar,350000,1400.0,3.0,2.0,Terrace House,Mudah
Muar,500000,5292.0,3.0,2.0,Semi-D,Mudah
Muar,448000,3272.0,4.0,2.0,Residential,Mudah
Permas Jaya,398000,700.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,850000,1920.0,4.0,3.0,Terrace House,Mudah
Ulu Tiram,418000,1540.0,3.0,2.0,Terrace House,Mudah
Skudai,598000,1540.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,575000,1080.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,538000,1540.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,528000,1860.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,850000,1680.0,4.0,4.0,Terrace House,Mudah
Muar,400000,2039.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,850000,1400.0,4.0,3.0,Terrace House,Mudah
Kulai,400000,1500.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,398000,1000.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,948000,1540.0,4.0,4.0,Terrace House,Mudah
Johor Bahru,1380000,3200.0,5.0,6.0,Semi-D,Mudah
Pasir Gudang,468000,1725.0,4.0,3.0,Terrace House,Mudah
Gelang Patah,550000,1170.0,4.0,3.0,Terrace House,Mudah
Skudai,530000,1300.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,748000,1760.0,5.0,3.0,Terrace House,Mudah
Iskandar Puteri,1480000,1800.0,5.0,5.0,Terrace House,Mudah
Ulu Tiram,550000,1540.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,858000,1540.0,4.0,3.0,Terrace House,Mudah
Kulai,1080000,2940.0,5.0,3.0,Terrace House,Mudah
Johor Bahru,1100000,1800.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,499000,1540.0,3.0,2.0,Terrace House,Mudah
Kulai,320000,961.0,3.0,2.0,Terrace House,Mudah
Kulai,1130000,3710.0,4.0,3.0,Terrace House,Mudah
Kulai,340000,775.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,1350000,2560.0,4.0,4.0,Residential,Mudah
Pasir Gudang,360000,1400.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,830000,1400.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,899000,1540.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,615000,1540.0,3.0,2.0,Terrace House,Mudah
Kulai,738000,2417.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,719000,1400.0,4.0,3.0,Terrace House,Mudah
Skudai,678000,1540.0,4.0,3.0,Terrace House,Mudah
Permas Jaya,398000,700.0,3.0,2.0,Terrace House,Mudah
Skudai,640000,1540.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,428000,770.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,4200000,8300.0,6.0,6.0,Bungalow,Mudah
Pasir Gudang,240000,816.0,2.0,1.0,Terrace House,Mudah
Pasir Gudang,440000,1170.0,4.0,3.0,Terrace House,Mudah
Kulai,550000,3035.0,4.0,3.0,Terrace House,Mudah
Kulai,580000,2700.0,3.0,2.0,Terrace House,Mudah
Batu Pahat,250000,1540.0,3.0,2.0,Terrace House,Mudah
Skudai,388000,1033.0,4.0,3.0,Residential,Mudah
Skudai,570000,1540.0,3.0,2.0,Terrace House,Mudah
Kluang,240000,2394.0,3.0,3.0,Terrace House,Mudah
Skudai,750000,1832.0,4.0,3.0,Terrace House,Mudah
Iskandar Puteri,1520000,2380.0,4.0,3.0,Residential,Mudah
Kluang,888000,2100.0,4.0,3.0,Semi-D,Mudah
Skudai,975000,3309.0,4.0,4.0,Terrace House,Mudah
Johor Bahru,538000,1170.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,858000,3143.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,680000,1920.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,470000,1080.0,4.0,3.0,Terrace House,Mudah
Ulu Tiram,358000,775.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,419000,1170.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,749000,3164.0,3.0,2.0,Semi-D,Mudah
Johor Bahru,990000,2040.0,5.0,3.0,Terrace House,Mudah
Pasir Gudang,468000,1725.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,325000,1400.0,3.0,2.0,Terrace House,Mudah
Skudai,738000,1540.0,4.0,3.0,Terrace House,Mudah
Batu Pahat,700000,3766.0,4.0,3.0,Semi-D,Mudah
Kluang,255000,1539.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,698000,1400.0,3.0,3.0,Terrace House,Mudah
Batu Pahat,1080000,3197.0,4.0,4.0,Semi-D,Mudah
Batu Pahat,256000,770.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,618000,1170.0,3.0,3.0,Terrace House,Mudah
Pasir Gudang,809000,2604.0,4.0,3.0,Terrace House,Mudah
Batu Pahat,328000,1646.0,4.0,3.0,Terrace House,Mudah
Kulai,400000,1798.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,430000,1340.0,3.0,2.0,Terrace House,Mudah
Kulai,285000,960.0,3.0,2.0,Terrace House,Mudah
Kluang,290000,1350.0,3.0,2.0,Terrace House,Mudah
Skudai,414000,1044.0,3.0,1.0,Terrace House,Mudah
Kulai,480000,1400.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,300000,770.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,380000,1400.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,435000,1300.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,380000,1300.0,3.0,2.0,Terrace House,Mudah
Kulai,420000,1798.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,630000,1660.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,600000,1760.0,3.0,2.0,Terrace House,Mudah
Iskandar Puteri,1250000,2800.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,495000,1400.0,4.0,3.0,Terrace House,Mudah
Skudai,1650000,4000.0,5.0,5.0,Semi-D,Mudah
Skudai,438000,1300.0,3.0,2.0,Terrace House,Mudah
Kulai,640000,3197.0,4.0,3.0,Semi-D,Mudah
Johor Bahru,480000,1076.0,4.0,2.0,Terrace House,Mudah
Gelang Patah,650000,4502.0,3.0,2.0,Bungalow,Mudah
Johor Bahru,599000,4000.0,6.0,5.0,Terrace House,Mudah
Pasir Gudang,313000,770.0,3.0,2.0,Terrace House,Mudah
Kluang,366000,1479.0,4.0,2.0,Terrace House,Mudah
Johor Bahru,950000,7400.0,4.0,3.0,Bungalow,Mudah
Iskandar Puteri,675000,2325.0,4.0,3.0,Semi-D,Mudah
Pasir Gudang,500000,2065.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,490000,1400.0,4.0,3.0,Terrace House,Mudah
Segamat,320000,1500.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,540000,1400.0,4.0,3.0,Terrace House,Mudah
Kluang,410000,1765.0,3.0,2.0,Terrace House,Mudah
Kulai,299000,1540.0,4.0,2.0,Terrace House,Mudah
Kluang,250000,1540.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,300000,775.0,3.0,2.0,Terrace House,Mudah
Segamat,380000,1660.0,5.0,4.0,Terrace House,Mudah
Kluang,290000,2275.0,4.0,2.0,Terrace House,Mudah
Gelang Patah,480000,1080.0,3.0,2.0,Terrace House,Mudah
Kulai,315000,1001.0,3.0,2.0,Residential,Mudah
Pasir Gudang,450000,2620.0,3.0,2.0,Terrace House,Mudah
Kulai,430000,1442.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,1580000,1950.0,4.0,4.0,Terrace House,Mudah
Pasir Gudang,490000,1400.0,4.0,3.0,Terrace House,Mudah
Gelang Patah,678000,1170.0,4.0,3.0,Terrace House,Mudah
Skudai,393000,775.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,370000,1540.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,710000,2100.0,4.0,3.0,Terrace House,Mudah
Gelang Patah,678000,1400.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,438000,5000.0,4.0,3.0,Bungalow,Mudah
Kulai,550000,3035.0,4.0,3.0,Terrace House,Mudah
Kluang,550000,3035.0,4.0,3.0,Terrace House,Mudah
Kluang,550000,3035.0,4.0,3.0,Terrace House,Mudah
Kluang,383000,2145.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,480000,1884.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,360000,840.0,3.0,3.0,Terrace House,Mudah
Skudai,830000,3200.0,5.0,4.0,Semi-D,Mudah
Skudai,695000,2240.0,4.0,4.0,Residential,Mudah
Kulai,400000,1540.0,3.0,2.0,Terrace House,Mudah
Kulai,565000,2467.0,4.0,3.0,Terrace House,Mudah
Skudai,539000,1170.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,480000,1076.0,4.0,2.0,Residential,Mudah
Pasir Gudang,288000,852.0,3.0,2.0,Residential,Mudah
Pasir Gudang,360000,840.0,3.0,3.0,Terrace House,Mudah
Johor Bahru,1280000,1804.0,0.0,0.0,Terrace House,Mudah
Johor Bahru,688000,1400.0,4.0,3.0,Terrace House,Mudah
Ulu Tiram,475000,1400.0,3.0,2.0,Terrace House,Mudah
Kulai,390000,1080.0,3.0,2.0,Terrace House,Mudah
Skudai,480000,1174.0,4.0,3.0,Terrace House,Mudah
Kulai,400000,1798.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,370000,960.0,3.0,2.0,Terrace House,Mudah
Kulai,349000,775.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,480000,1540.0,4.0,2.0,Terrace House,Mudah
Pasir Gudang,399000,1400.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,495000,1400.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,560000,1540.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,358000,1540.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,419000,1650.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,419000,1650.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,680000,1170.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,290000,1200.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,598000,1170.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,530000,3660.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,678000,1560.0,4.0,4.0,Terrace House,Mudah
Pasir Gudang,499000,2828.0,4.0,3.0,Terrace House,Mudah
Kluang,273000,1540.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,599000,1540.0,3.0,2.0,Terrace House,Mudah
Batu Pahat,354000,1540.0,4.0,3.0,Terrace House,Mudah
Skudai,530000,1170.0,4.0,3.0,Terrace House,Mudah
Kulai,515000,1080.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,708000,1170.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,430000,1622.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,370000,775.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,780000,1540.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,930000,3150.0,6.0,5.0,Terrace House,Mudah
Skudai,738000,2870.0,3.0,2.0,Terrace House,Mudah
Muar,450000,2506.0,3.0,2.0,Semi-D,Mudah
Skudai,600000,1500.0,3.0,3.0,Semi-D,Mudah
Batu Pahat,354000,1540.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,630000,2665.0,4.0,3.0,Semi-D,Mudah
Skudai,1650000,4000.0,5.0,5.0,Semi-D,Mudah
Johor Bahru,2350000,5040.0,5.0,5.0,Semi-D,Mudah
Skudai,418000,770.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,588000,1540.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,750000,2009.0,4.0,3.0,Terrace House,Mudah
Iskandar Puteri,1180000,2800.0,3.0,3.0,Terrace House,Mudah
Skudai,435000,1210.0,3.0,2.0,Terrace House,Mudah
Skudai,988000,3250.0,4.0,3.0,Terrace House,Mudah
Skudai,548000,1540.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,750000,2009.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,718000,2615.0,4.0,3.0,Terrace House,Mudah
Kluang,439000,2600.0,5.0,3.0,Terrace House,Mudah
Kluang,180000,770.0,3.0,2.0,Terrace House,Mudah
Skudai,418000,770.0,3.0,3.0,Terrace House,Mudah
Johor Bahru,3000000,3200.0,4.0,3.0,Semi-D,Mudah
Skudai,690000,1540.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,430000,1400.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,468000,1725.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,488000,1300.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,365000,780.0,3.0,2.0,Terrace House,Mudah
